
TextDatabase/0.txt

WORD ROOTS COUNT FOR FILE: TextDatabase/0.txt

WORD ROOT	COUNTS		FREQUENCY
     manag         2         0.000331675
      mani         3         0.000497512
     march         3         0.000497512
    margin         1         0.000165837
    market         1         0.000165837
    materi         1         0.000165837
    matter         2         0.000331675
       may         3         0.000497512
        me        19          0.00315091
      meal         2         0.000331675
      mean         1         0.000165837
   meantim         1         0.000165837
      meet         1         0.000165837
       men         1         0.000165837
     merci         2         0.000331675
       met         1         0.000165837
  midnight         1         0.000165837
     might         2         0.000331675
      mile         1         0.000165837
   million         1         0.000165837
      mine         1         0.000165837
     minut         1         0.000165837
    miseri         1         0.000165837
   mislaid         1         0.000165837
      miss         1         0.000165837
  mistaken         1         0.000165837
      mock         1         0.000165837
   moistur         1         0.000165837
 moneylend         3         0.000497512
     month         2         0.000331675
      more         1         0.000165837
      morn         3         0.000497512
    morrow         1         0.000165837
      move         1         0.000165837
  movement         2         0.000331675
      much         1         0.000165837
  muharram         1         0.000165837
    murder         5         0.000829187
    murmur         1         0.000165837
      must         2         0.000331675
        my         9          0.00149254
  myrmidon         1         0.000165837
      nake         1         0.000165837
      name         2         0.000331675
      near         4          0.00066335
 necessari         1         0.000165837
 neighbour         2         0.000331675
    nephew         1         0.000165837
     never         1         0.000165837
       new         1         0.000165837
      next         2         0.000331675
     night         3         0.000497512
  nightfal         1         0.000165837
     nimbl         1         0.000165837
        no         6         0.000995025
      nose         1         0.000165837
       not        15          0.00248756
      noth         3         0.000497512
     notic         2         0.000331675
    notori         1         0.000165837
   novelti         1         0.000165837
       now         1         0.000165837
      oath         1         0.000165837
      obey         4          0.00066335
  objector         1         0.000165837
   obsequi         1         0.000165837
    observ         1         0.000165837
    obtain         2         0.000331675
   obvious         1         0.000165837
    occupi         1         0.000165837
        of        88           0.0145937
       off         1         0.000165837
     offer         1         0.000165837
     offic         5         0.000829187
     often         1         0.000165837
       old         1         0.000165837
        on        41          0.00679934
       onc         2         0.000331675
       one         9          0.00149254
      onli         4          0.00066335
  opportun         1         0.000165837
        or        12          0.00199005
     order        13          0.00215589
  ornament         1         0.000165837
     other         2         0.000331675
       our         1         0.000165837
       out         5         0.000829187
    outrag         1         0.000165837
    outsid         2         0.000331675
      over         3         0.000497512
  overtook         1         0.000165837
       owe         2         0.000331675
      pack         1         0.000165837
      paid         5         0.000829187
      pain         1         0.000165837
      pair         2         0.000331675
    paliti         1         0.000165837
   palpabl         1         0.000165837
     paper         2         0.000331675
      part         2         0.000331675
      pass         3         0.000497512
    patron         1         0.000165837
   pattern         1         0.000165837
       pay         6         0.000995025
   peasant         1         0.000165837
    perhap         1         0.000165837
    period         1         0.000165837
persecutor         2         0.000331675
    person         1         0.000165837
      pice         2         0.000331675
       pig         2         0.000331675
     pilot         1         0.000165837
     place         1         0.000165837
      play         1         0.000165837
     plead         3         0.000497512
   pleader         1         0.000165837
     pleas         2         0.000331675
     point         1         0.000165837
      poke         1         0.000165837
     polic         8           0.0013267
 policeman         1         0.000165837
      poor         4          0.00066335
     porch         1         0.000165837
   portion         1         0.000165837
   possess         1         0.000165837
     power         1         0.000165837
    prayer         2         0.000331675
    prefer         4          0.00066335
   presenc         2         0.000331675
   present         3         0.000497512
     press         1         0.000165837
   prevail         1         0.000165837
  previous         1         0.000165837
    prison         2         0.000331675
   proceed         1         0.000165837
    procur         1         0.000165837
    produc         2         0.000331675
    promis         3         0.000497512
    prompt         1         0.000165837
  properti         1         0.000165837
  prosecut         1         0.000165837
   prosper         1         0.000165837
 protector         1         0.000165837
   protest         2         0.000331675
     prove         1         0.000165837
    provid         1         0.000165837
   provinc         1         0.000165837
    provoc         1         0.000165837
      prox         1         0.000165837
      puls         2         0.000331675
    pummel         1         0.000165837
    punish         3         0.000497512
       put         1         0.000165837
  question         1         0.000165837
      quit         2         0.000331675
    rafter         1         0.000165837
      rage         1         0.000165837
      rain         2         0.000331675
      rais         1         0.000165837
    ramani        31          0.00514096
       ran         3         0.000497512
    rascal         2         0.000331675
      rate         1         0.000165837
     reach         1         0.000165837
      read         1         0.000165837
    reader         2         0.000331675
    realis         1         0.000165837
    reason         3         0.000497512
 rebellion         1         0.000165837
     rebut         1         0.000165837
   receipt         2         0.000331675
    receiv         4          0.00066335
  recognis         1         0.000165837
    record         1         0.000165837
   recours         1         0.000165837
     reduc         1         0.000165837
     relat         2         0.000331675
      reli         1         0.000165837
  religion         1         0.000165837
    remain         2         0.000331675
    remark         1         0.000165837
  remonstr         1         0.000165837
    render         1         0.000165837
      rent        10          0.00165837
    repent         1         0.000165837
     repli         4          0.00066335
    report         2         0.000331675
   request         1         0.000165837
    requir         1         0.000165837
    resolv         1         0.000165837
   resourc         1         0.000165837
    result         2         0.000331675
  retribut         1         0.000165837
    return         4          0.00066335
    revenu         2         0.000331675
     rigor         1         0.000165837
      rise         1         0.000165837
      roar         2         0.000331675
      roof         1         0.000165837
      room         1         0.000165837
      rope         1         0.000165837
      rose         1         0.000165837
      rous         1         0.000165837
        rs         3         0.000497512
       run         1         0.000165837
      rupe         2         0.000331675
      ryot         7          0.00116086
         s        26          0.00431177
      said         2         0.000331675
      sake         1         0.000165837
      sale         1         0.000165837
     salli         1         0.000165837
     salám         1         0.000165837
      same         1         0.000165837
sarbeshwar         2         0.000331675
   sarcasm         1         0.000165837
       sat         1         0.000165837
   satisfi         1         0.000165837
      save         1         0.000165837
       saw         1         0.000165837
   scandal         1         0.000165837
     scare         1         0.000165837
     scene         1         0.000165837
     score         1         0.000165837
     scorn         1         0.000165837
    scream         3         0.000497512
      seat         3         0.000497512
     secur         1         0.000165837
       see         3         0.000497512
      seiz         1         0.000165837
      sens         1         0.000165837
    sensat         1         0.000165837
 senseless         1         0.000165837
      sent         6         0.000995025
   sentenc         2         0.000331675
   septemb         1         0.000165837
   servant         4          0.00066335
   session         2         0.000331675
     settl         1         0.000165837
     sever         3         0.000497512
     shake         1         0.000165837
      sham         1         0.000165837
       she         1         0.000165837
    sheikh         2         0.000331675
     shill         1         0.000165837
    should         1         0.000165837
     shout         1         0.000165837
      show         1         0.000165837
      shut         1         0.000165837
 shámchand         2         0.000331675
    signal         1         0.000165837
    silenc         1         0.000165837
    silent         1         0.000165837
     simpl         1         0.000165837
simulgachi         2         0.000331675
      sinc         3         0.000497512
    sister         4          0.00066335
       sit         2         0.000331675
      site         2         0.000331675
       six         1         0.000165837
     sixti         1         0.000165837
   slaveri         1         0.000165837
     sleep         1         0.000165837
   slender         1         0.000165837
      slip         2         0.000331675
     small         1         0.000165837
        so         9          0.00149254
       sob         1         0.000165837
      soil         2         0.000331675
      sold         1         0.000165837
      sole         1         0.000165837
     solid         1         0.000165837
      some         4          0.00066335
       son         2         0.000331675
      soon         4          0.00066335
    sooner         1         0.000165837
    sorrow         1         0.000165837
     sound         2         0.000331675
      sous         1         0.000165837
      sown         2         0.000331675
   spectat         1         0.000165837
  speedili         1         0.000165837
     spell         1         0.000165837
      spot         2         0.000331675
    sprung         1         0.000165837
srikrishna         3         0.000497512
     stage         1         0.000165837
  stalwart         1         0.000165837
     stand         1         0.000165837
   station         4          0.00066335
      stay         2         0.000331675
     stifl         1         0.000165837
     stood         3         0.000497512
      stop         2         0.000331675
     stori         3         0.000497512
     stout         1         0.000165837
    strang         1         0.000165837
  stranger         1         0.000165837
    strode         1         0.000165837
    stroke         1         0.000165837
    strong         2         0.000331675
   struggl         1         0.000165837
       sub         2         0.000331675
   submiss         1         0.000165837
    subsid         1         0.000165837
   subsist         1         0.000165837
    suffer         2         0.000331675
    summon         2         0.000331675
    sunset         1         0.000165837
superintend         1         0.000165837
   support         2         0.000331675
    suppos         1         0.000165837
  suppress         1         0.000165837
      sure         1         0.000165837
   surpris         1         0.000165837
   suspect         1         0.000165837
   suspend         2         0.000331675
     swing         1         0.000165837
     swish         3         0.000497512
     sworn         1         0.000165837
     swung         1         0.000165837
     sádhu        34          0.00563847
         t         1         0.000165837
      take         3         0.000497512
     taken         4          0.00066335
      tale         1         0.000165837
  tamarind         1         0.000165837
      tast         1         0.000165837
      tear         1         0.000165837
       ten         1         0.000165837
    tenant         1         0.000165837
        th         4          0.00066335
      than         1         0.000165837
      that        28          0.00464345
    thatch         1         0.000165837
       the       156           0.0258706
     their         2         0.000331675
      them         6         0.000995025
      then         6         0.000995025
     thenc         1         0.000165837
     there         9          0.00149254
   thereon         2         0.000331675
     these         5         0.000829187
      they         9          0.00149254
      this        16           0.0026534
  thorough         1         0.000165837
     those         1         0.000165837
  thousand         1         0.000165837
    thrash         2         0.000331675
    threat         2         0.000331675
     three         1         0.000165837
    throat         1         0.000165837
   through         3         0.000497512
    thrown         1         0.000165837
    thrust         1         0.000165837
   thunder         1         0.000165837
      thus         5         0.000829187
      time         3         0.000497512
        to       121           0.0200663
      told         5         0.000829187
       too         1         0.000165837
      took         4          0.00066335
 tormentor         1         0.000165837
     trace         2         0.000331675
     trade         1         0.000165837
  transfer         1         0.000165837
     treat         1         0.000165837
 treatment         1         0.000165837
      tree         2         0.000331675
   tremend         1         0.000165837
  trespass         1         0.000165837
     trial         2         0.000331675
    troubl         2         0.000331675
      turn         3         0.000497512
    twenti         1         0.000165837
     twice         1         0.000165837
       two         1         0.000165837
      ugli         1         0.000165837
     unabl         1         0.000165837
    unawar         1         0.000165837
      uncl         3         0.000497512
     under         3         0.000497512
understand         1         0.000165837
  undertak         1         0.000165837
    unfold         1         0.000165837
     until         4          0.00066335
        up        15          0.00248756
     upper         1         0.000165837
    uproar         1         0.000165837
     usher         1         0.000165837
     usual         1         0.000165837
      vain         1         0.000165837
      valu         1         0.000165837
     veget         1         0.000165837
  vengeanc         1         0.000165837
   verdict         1         0.000165837
      veri         4          0.00066335
    victim         1         0.000165837
   violenc         1         0.000165837
     visit         1         0.000165837
       viz         1         0.000165837
      voic         1         0.000165837
      want         2         0.000331675
       was        63           0.0104478
     watch         1         0.000165837
     water         1         0.000165837
       way         1         0.000165837
      week         1         0.000165837
      well         1         0.000165837
      welt         1         0.000165837
      went         2         0.000331675
      were        11          0.00182421
   western         1         0.000165837
      what         5         0.000829187
    whatev         1         0.000165837
      when         9          0.00149254
     where         5         0.000829187
   whether         2         0.000331675
       whi         1         0.000165837
     which         8           0.0013267
     while         7          0.00116086
       who        19          0.00315091
     whole         1         0.000165837
      whom         5         0.000829187
     whose         1         0.000165837
      wife         2         0.000331675
      will         5         0.000829187
       wit         5         0.000829187
      with        19          0.00315091
    within         2         0.000331675
   without         3         0.000497512
      wive         1         0.000165837
     woman         1         0.000165837
       won         1         0.000165837
      word         1         0.000165837
     worth         1         0.000165837
     would         4          0.00066335
     wreak         1         0.000165837
     wrist         1         0.000165837
     writh         1         0.000165837
   written         1         0.000165837
      yard         3         0.000497512
      year         1         0.000165837
      yell         1         0.000165837
       yes         2         0.000331675
 yesterday         1         0.000165837
       yet         1         0.000165837
     yield         1         0.000165837
       you        10          0.00165837
     young         2         0.000331675
      your         6         0.000995025
   zealous         1         0.000165837

TextDatabase/20.txt

WORD ROOTS COUNT FOR FILE: TextDatabase/20.txt

WORD ROOT	COUNTS		FREQUENCY
---------------------------------------------
         a        43           0.0110882
       abl         2          0.00051573
     about         4          0.00103146
      abov         1         0.000257865
    absent         1         0.000257865
      abus         1         0.000257865
    accent         1         0.000257865
 accompani         1         0.000257865
 accomplic         1         0.000257865
    accord         2          0.00051573
   account         3         0.000773595
     addit         1         0.000257865
   address         2          0.00051573
       ado         1         0.000257865
    advanc         1         0.000257865
  advantag         1         0.000257865
     after         5          0.00128932
 afterward         1         0.000257865
     again         3         0.000773595
   against         2          0.00051573
     alibi         1         0.000257865
       all         6          0.00154719
     allah         1         0.000257865
     alleg         1         0.000257865
   alreadi         1         0.000257865
      also         2          0.00051573
  although         1         0.000257865
  altogeth         1         0.000257865
        am         2          0.00051573
      amla         2          0.00051573
    amount         2          0.00051573
      ampl         1         0.000257865
        an         6          0.00154719
       and        59            0.015214
       ani         1         0.000257865
      anna         2          0.00051573
    answer         1         0.000257865
   anteced         1         0.000257865
    appear         1         0.000257865
    applic         1         0.000257865
   appoint         1         0.000257865
    approv         1         0.000257865
       are         9          0.00232078
     arous         1         0.000257865
    arrang         1         0.000257865
    arrest         1         0.000257865
     arriv         1         0.000257865
        as         7          0.00180505
    ascend         1         0.000257865
       ask         4          0.00103146
        at        11          0.00283651
    attend         3         0.000773595
    august         1         0.000257865
      away         3         0.000773595
      babu        26          0.00670449
    babuji         2          0.00051573
   badmásh         1         0.000257865
       bag         4          0.00103146
    baggag         1         0.000257865
   bailiff         1         0.000257865
    balanc         1         0.000257865
      band         1         0.000257865
      bank         1         0.000257865
    banker         1         0.000257865
     basus         1         0.000257865
        be         6          0.00154719
       bed         1         0.000257865
      been         5          0.00128932
     befor         1         0.000257865
     began         1         0.000257865
    beggar         1         0.000257865
    belong         1         0.000257865
     besid         1         0.000257865
    better         1         0.000257865
  bewilder         1         0.000257865
      bill         1         0.000257865
 birthplac         1         0.000257865
   blacken         1         0.000257865
   blanket         1         0.000257865
     blood         1         0.000257865
     boast         1         0.000257865
      bond         2          0.00051573
      book         3         0.000773595
     bound         1         0.000257865
     brass         1         0.000257865
breathless         1         0.000257865
     bribe         3         0.000773595
   brought         1         0.000257865
      busi         3         0.000773595
       but        10          0.00257865
        by        18          0.00464157
       báb         1         0.000257865
     calam         1         0.000257865
      call         1         0.000257865
      came         4          0.00103146
       can         3         0.000773595
     capac         1         0.000257865
    captor         1         0.000257865
      care         2          0.00051573
     carri         1         0.000257865
      case         2          0.00051573
      cash         3         0.000773595
      cast         3         0.000773595
     cattl         1         0.000257865
    celebr         1         0.000257865
      cent         2          0.00051573
  ceremoni         1         0.000257865
   certain         1         0.000257865
   chandra        25          0.00644662
   chattel         1         0.000257865
 chaukidar         1         0.000257865
   cheapli         1         0.000257865
 childhood         1         0.000257865
    choler         1         0.000257865
     circl         1         0.000257865
     civil         2          0.00051573
   clamour         1         0.000257865
     clear         1         0.000257865
     clerk         2          0.00051573
     close         3         0.000773595
    clutch         2          0.00051573
   collect         1         0.000257865
      come         3         0.000773595
 companion         1         0.000257865
    compel         1         0.000257865
competitor         1         0.000257865
  complain         1         0.000257865
compliment         1         0.000257865
   conceal         2          0.00051573
   concoct         1         0.000257865
    condol         1         0.000257865
   confess         1         0.000257865
  constabl         1         0.000257865
   contain         1         0.000257865
   continu         2          0.00051573
   cordial         1         0.000257865
  corrobor         1         0.000257865
      coss         1         0.000257865
      cost         1         0.000257865
     could         1         0.000257865
     count         2          0.00051573
     cours         3         0.000773595
     court         5          0.00128932
 courtyard         1         0.000257865
       cow         1         0.000257865
     crawl         1         0.000257865
    crimin         1         0.000257865
     cring         1         0.000257865
     crowd         1         0.000257865
   cruelti         1         0.000257865
    custom         4          0.00103146
       cut         1         0.000257865
    dacoit         7          0.00180505
   dacoiti         2          0.00051573
     daili         1         0.000257865
     damag         1         0.000257865
      dare         1         0.000257865
       day         3         0.000773595
      dead         2          0.00051573
      deal         1         0.000257865
     death         1         0.000257865
     debit         1         0.000257865
      debt         1         0.000257865
    debtor         1         0.000257865
    deceiv         1         0.000257865
    declar         1         0.000257865
     decre         1         0.000257865
    defect         1         0.000257865
    defend         1         0.000257865
   deficit         1         0.000257865
    demand         4          0.00103146
    depriv         1         0.000257865
    deserv         1         0.000257865
  determin         1         0.000257865
   develop         1         0.000257865
       did         4          0.00103146
difficulti         1         0.000257865
    discov         2          0.00051573
    dislik         1         0.000257865
   dispers         1         0.000257865
   distant         1         0.000257865
     divid         1         0.000257865
        do         7          0.00180505
    doctor         1         0.000257865
       don         1         0.000257865
      door         2          0.00051573
      down         1         0.000257865
     dozen         1         0.000257865
      drag         1         0.000257865
     dread         1         0.000257865
      drew         1         0.000257865
     drink         1         0.000257865
     drove         1         0.000257865
   dudgeon         1         0.000257865
       due         3         0.000773595
      dure         1         0.000257865
     durga         1         0.000257865
      duti         1         0.000257865
       dás         1         0.000257865
      each         1         0.000257865
       eat         1         0.000257865
        eh         1         0.000257865
       end         1         0.000257865
 endeavour         1         0.000257865
     engag         1         0.000257865
     entir         1         0.000257865
     equit         1         0.000257865
     escap         1         0.000257865
      evas         1         0.000257865
     everi         2          0.00051573
      evid         1         0.000257865
      evil         1         0.000257865
        ex         1         0.000257865
    except         3         0.000773595
   exchang         1         0.000257865
    execut         1         0.000257865
      exit         1         0.000257865
   exorbit         1         0.000257865
    expect         1         0.000257865
   explain         1         0.000257865
   express         1         0.000257865
extinguish         1         0.000257865
    extort         2          0.00051573
    extric         1         0.000257865
      face         2          0.00051573
      fail         1         0.000257865
      fals         2          0.00051573
   falsifi         2          0.00051573
    famili         3         0.000773595
      fear         1         0.000257865
    fellow         1         0.000257865
       few         1         0.000257865
   fifteen         1         0.000257865
      file         1         0.000257865
      find         1         0.000257865
     first         1         0.000257865
      five         3         0.000773595
     fleec         1         0.000257865
     flesh         1         0.000257865
     flock         2          0.00051573
  flourish         1         0.000257865
      folk         1         0.000257865
    follow         2          0.00051573
      fond         1         0.000257865
      foot         1         0.000257865
       for        13          0.00335224
      forc         2          0.00051573
 forthwith         1         0.000257865
    fortun         1         0.000257865
   forward         1         0.000257865
      four         4          0.00103146
    friend         1         0.000257865
      from        14          0.00361011
   further         2          0.00051573
     futur         1         0.000257865
      gang         1         0.000257865
      gave         1         0.000257865
 gentlemen         1         0.000257865
       get         2          0.00051573
    ghoria         1         0.000257865
      give         2          0.00051573
     glove         1         0.000257865
        go         2          0.00051573
   goddess         1         0.000257865
  gomastha         1         0.000257865
      good         1         0.000257865
       got         2          0.00051573
    govern         1         0.000257865
     grain         1         0.000257865
     grant         1         0.000257865
     great         2          0.00051573
     groan         1         0.000257865
    growth         1         0.000257865
       gut         1         0.000257865
       had        11          0.00283651
      half         3         0.000773595
      hand         4          0.00103146
      hard         1         0.000257865
   harvest         2          0.00051573
       has         3         0.000773595
    hasten         1         0.000257865
   hastili         1         0.000257865
      have        10          0.00257865
        he        32          0.00825168
      head         1         0.000257865
 headquart         1         0.000257865
      hear         3         0.000773595
     heard         2          0.00051573
      heav         1         0.000257865
     heavi         3         0.000773595
      help         1         0.000257865
      here         4          0.00103146
      hide         1         0.000257865
      high         1         0.000257865
       him        15          0.00386797
   himself         1         0.000257865
       his        39           0.0100567
      home         1         0.000257865
    hookah         1         0.000257865
      horn         1         0.000257865
      hour         1         0.000257865
      hous         2          0.00051573
       how         2          0.00051573
     howev         1         0.000257865
     humbl         1         0.000257865
     hundr         1         0.000257865
  hypocrit         1         0.000257865
         i        12          0.00309438
       ill         1         0.000257865
    immedi         1         0.000257865
    implor         2          0.00051573
   impress         1         0.000257865
        in        34          0.00876741
      inch         2          0.00051573
      inde         2          0.00051573
     induc         1         0.000257865
    inform         1         0.000257865
   inhabit         1         0.000257865
     injur         1         0.000257865
     inner         1         0.000257865
    inquir         2          0.00051573
 inspector         2          0.00051573
   instanc         1         0.000257865
   instant         1         0.000257865
    intens         2          0.00051573
  interest         5          0.00128932
      into         5          0.00128932
  investig         1         0.000257865
     invit         1         0.000257865
        it        10          0.00257865
    itself         1         0.000257865
 jewelleri         1         0.000257865
      judg         1         0.000257865
      juli         1         0.000257865
      jump         1         0.000257865
      just         2          0.00051573
  kadampur         5          0.00128932
      kali         1         0.000257865
     karim        14          0.00361011
      kept         1         0.000257865
       key         1         0.000257865
    khátak         3         0.000773595
      kill         1         0.000257865
      kind         1         0.000257865
      know         5          0.00128932
     known         2          0.00051573
      land         1         0.000257865
      last         1         0.000257865
      late         1         0.000257865
     later         2          0.00051573
    latter         1         0.000257865
       law         3         0.000773595
       lay         1         0.000257865
    leader         1         0.000257865
     learn         1         0.000257865
    learnt         1         0.000257865
      leav         1         0.000257865
       led         1         0.000257865
      left         3         0.000773595
       leg         1         0.000257865
      lend         1         0.000257865
    length         1         0.000257865
       let         1         0.000257865
    letter         1         0.000257865
      levi         1         0.000257865
      life         2          0.00051573
     light         1         0.000257865
      like         1         0.000257865
    linger         1         0.000257865
      list         1         0.000257865
livelihood         1         0.000257865
        ll         1         0.000257865
      loan         3         0.000773595
     local         1         0.000257865
      look         5          0.00128932
      loot         2          0.00051573
      made         4          0.00103146
   mainten         1         0.000257865
      make         2          0.00051573
       man         3         0.000773595
     manag         4          0.00103146
      mani         1         0.000257865
    manner         1         0.000257865
    master         2          0.00051573
    matter         1         0.000257865
    maulvi         1         0.000257865
        me         7          0.00180505
      mean         2          0.00051573
       men         1         0.000257865
    menial         1         0.000257865
    mensem         1         0.000257865
     merci         2          0.00051573
     might         2          0.00051573
      mile         3         0.000773595
    minist         1         0.000257865
     minut         1         0.000257865
mohammadan         2          0.00051573
     mohan         1         0.000257865
     money         7          0.00180505
 moneylend         3         0.000773595
     month         2          0.00051573
      more         3         0.000773595
      morn         1         0.000257865
    movabl         1         0.000257865
      much         1         0.000257865
   munsiff         1         0.000257865
      must         1         0.000257865
        my         7          0.00180505
   mysteri         1         0.000257865
    nama´z         1         0.000257865
      name         3         0.000773595
       nay         1         0.000257865
      near         3         0.000773595
 neighbour         1         0.000257865
     never         7          0.00180505
       new         3         0.000773595
    newcom         1         0.000257865
      next         3         0.000773595
     night         3         0.000773595
        no         9          0.00232078
       not         8          0.00206292
      note         1         0.000257865
    notori         1         0.000257865
       now         3         0.000773595
      oath         1         0.000257865
     oblig         1         0.000257865
   obsequi         1         0.000257865
    obtain         2          0.00051573
        of        58           0.0149562
       off         4          0.00103146
     offer         3         0.000773595
     offic         7          0.00180505
       old         1         0.000257865
        on        13          0.00335224
       onc         5          0.00128932
       one         6          0.00154719
      onli         2          0.00051573
      open         3         0.000773595
   oppress         1         0.000257865
        or        11          0.00283651
     order         1         0.000257865
     other         2          0.00051573
       our         5          0.00128932
   ourselv         1         0.000257865
       out        10          0.00257865
  outstand         1         0.000257865
      over         1         0.000257865
       owe         4          0.00103146
       own         1         0.000257865
      paid         1         0.000257865
      pain         1         0.000257865
     paper         1         0.000257865
   paralys         1         0.000257865
      part         1         0.000257865
      pass         1         0.000257865
    pastur         1         0.000257865
       pay         3         0.000773595
      peon         2          0.00051573
     peopl         3         0.000773595
       per         3         0.000773595
peremptori         1         0.000257865
   perform         1         0.000257865
    person         1         0.000257865
       pig         1         0.000257865
     place         2          0.00051573
     plank         1         0.000257865
     plead         1         0.000257865
     polic         3         0.000773595
    ponder         1         0.000257865
       pop         1         0.000257865
      poss         1         0.000257865
   possess         1         0.000257865
       pot         1         0.000257865
      pour         1         0.000257865
      pray         1         0.000257865
    prayer         1         0.000257865
    premis         1         0.000257865
   present         1         0.000257865
   princip         1         0.000257865
     priya         3         0.000773595
   proceed         1         0.000257865
   process         1         0.000257865
      prod         1         0.000257865
    produc         1         0.000257865
   profess         1         0.000257865
  profound         1         0.000257865
  properti         4          0.00103146
  prosecut         1         0.000257865
     prove         1         0.000257865
    public         1         0.000257865
       puj         1         0.000257865
       put         1         0.000257865
    radius         1         0.000257865
       rai         1         0.000257865
     rapid         1         0.000257865
      rare         1         0.000257865
    rascal         3         0.000773595
      rate         1         0.000257865
    rather         1         0.000257865
     ravin         1         0.000257865
        re         1         0.000257865
     readi         1         0.000257865
    realis         1         0.000257865
    reason         1         0.000257865
   receipt         1         0.000257865
    receiv         4          0.00103146
    record         1         0.000257865
     recov         1         0.000257865
     refer         1         0.000257865
    releas         3         0.000773595
    relief         2          0.00051573
  religion         1         0.000257865
    reluct         1         0.000257865
    remark         1         0.000257865
    rememb         1         0.000257865
     remov         1         0.000257865
    repaid         1         0.000257865
     repli         5          0.00128932
    report         1         0.000257865
   request         2          0.00051573
    return         1         0.000257865
      rice         4          0.00103146
      rich         1         0.000257865
     right         1         0.000257865
     river         1         0.000257865
      roar         2          0.00051573
    robber         1         0.000257865
      room         1         0.000257865
     round         1         0.000257865
        rs         5          0.00128932
      ruin         2          0.00051573
       run         2          0.00051573
      rupe         4          0.00103146
     rusti         1         0.000257865
         s        17           0.0043837
      safe         1         0.000257865
     saheb         1         0.000257865
      said         1         0.000257865
     salám         1         0.000257865
     santi         8          0.00206292
   sarcast         2          0.00051573
    sardar         5          0.00128932
       sat         3         0.000773595
   satisfi         1         0.000257865
       say         1         0.000257865
     scene         1         0.000257865
    scheme         1         0.000257865
schoolmast         1         0.000257865
     score         1         0.000257865
     secur         2          0.00051573
       see         5          0.00128932
      seed         1         0.000257865
      seen         1         0.000257865
      seiz         1         0.000257865
      sell         1         0.000257865
      sent         1         0.000257865
   serious         1         0.000257865
      serv         1         0.000257865
    server         1         0.000257865
    servic         2          0.00051573
       set         2          0.00051573
     sever         2          0.00051573
    sheikh         2          0.00051573
     short         2          0.00051573
     shout         2          0.00051573
      show         1         0.000257865
   shylock         2          0.00051573
      sigh         2          0.00051573
      sign         1         0.000257865
    signal         1         0.000257865
simulgachi         2          0.00051573
      sinc         1         0.000257865
    situat         1         0.000257865
     slack         1         0.000257865
      slay         1         0.000257865
     sleep         1         0.000257865
      slip         1         0.000257865
        so         7          0.00180505
       son         2          0.00051573
      soon         1         0.000257865
      soul         1         0.000257865
     spare         2          0.00051573
     spoil         1         0.000257865
    squall         1         0.000257865
     squat         2          0.00051573
     stand         1         0.000257865
      star         2          0.00051573
     start         1         0.000257865
 statement         1         0.000257865
   station         1         0.000257865
     still         1         0.000257865
      stir         1         0.000257865
     stori         2          0.00051573
     straw         1         0.000257865
    stress         1         0.000257865
  stricken         1         0.000257865
    strode         1         0.000257865
       sub         2          0.00051573
      such         1         0.000257865
      suit         1         0.000257865
       sum         1         0.000257865
    summon         1         0.000257865
       sun         1         0.000257865
    suppos         1         0.000257865
   surpris         2          0.00051573
     swear         3         0.000773595
     sword         1         0.000257865
         t         3         0.000773595
      tabl         1         0.000257865
      take         1         0.000257865
     taken         1         0.000257865
      tale         1         0.000257865
    talwár         2          0.00051573
     teach         1         0.000257865
      tear         2          0.00051573
  tejárati         1         0.000257865
       ten         2          0.00051573
    terror         1         0.000257865
        th         1         0.000257865
      than         2          0.00051573
      that        19          0.00489943
       the        83           0.0214028
     their         7          0.00180505
      them         4          0.00103146
      then         5          0.00128932
  therefor         1         0.000257865
   thereon         1         0.000257865
      they         8          0.00206292
     think         1         0.000257865
    thirti         1         0.000257865
      this         7          0.00180505
    throat         2          0.00051573
      thus         1         0.000257865
      time         2          0.00051573
        to        61           0.0157298
       too         1         0.000257865
      took         2          0.00051573
     torch         2          0.00051573
      tree         1         0.000257865
    troubl         2          0.00051573
    trusti         1         0.000257865
    turban         1         0.000257865
